org_id,repo_id,name,full_name,fork,forks_count,size,has_issues,has_wiki,language,stargazers_count,watchers_count,created_at,updated_at,homepage
google,24432864,mathfu,google/mathfu,False,81,2656,True,False,C++,621,621,2014-09-24 21:12:41,2016-09-22 07:51:45,http://google.github.io/mathfu
google,24507314,uribeacon,google/uribeacon,False,112,5009,True,False,,398,398,2014-09-26 16:44:12,2016-09-22 08:31:54,
google,24650146,open-location-code,google/open-location-code,False,97,3613,True,False,JavaScript,756,756,2014-09-30 18:26:35,2016-09-19 17:06:57,http://www.openlocationcode.com
google,24650236,lovefield,google/lovefield,False,234,48838,True,False,JavaScript,4555,4555,2014-09-30 18:29:14,2016-09-22 18:51:16,https://google.github.io/lovefield/
google,24650294,recaptcha,google/recaptcha,False,402,192,True,False,PHP,1134,1134,2014-09-30 18:30:39,2016-09-23 03:28:55,http://www.google.com/recaptcha/
google,24650339,physical-web,google/physical-web,False,684,15815,True,True,Java,5633,5633,2014-09-30 18:32:14,2016-09-22 16:14:44,http://physical-web.org
google,24910542,end-to-end,google/end-to-end,False,233,8293,True,True,JavaScript,3080,3080,2014-10-07 20:39:09,2016-09-22 18:51:16,
google,24915391,thread-weaver,google/thread-weaver,False,29,190,True,True,Java,131,131,2014-10-07 23:01:49,2016-09-15 11:38:20,
google,24953061,google-authenticator-android,google/google-authenticator-android,False,142,932,True,True,Java,371,371,2014-10-08 17:54:05,2016-09-22 09:22:39,
google,24953080,google-authenticator,google/google-authenticator,False,355,2516,True,True,Java,1710,1710,2014-10-08 17:54:27,2016-09-23 04:57:46,
google,24953448,material-design-icons,google/material-design-icons,False,4867,59176,True,True,CSS,25867,25867,2014-10-08 18:01:28,2016-09-23 01:45:36,http://google.github.io/material-design-icons/
google,24993103,woff2,google/woff2,False,40,3559,True,False,C++,214,214,2014-10-09 14:34:43,2016-09-22 20:15:28,
google,24993138,brotli,google/brotli,False,410,20671,True,False,C,3752,3752,2014-10-09 14:35:14,2016-09-23 03:25:01,
google,25009012,santa,google/santa,False,98,1429,True,True,Objective-C,1143,1143,2014-10-09 21:18:31,2016-09-23 05:15:49,
google,25177952,github-issue-mover,google/github-issue-mover,False,36,1094,True,False,Dart,285,285,2014-10-13 21:09:08,2016-09-22 18:51:17,https://github-issue-mover.appspot.com
google,25178571,stenographer,google/stenographer,False,77,770,True,False,Go,883,883,2014-10-13 21:26:23,2016-09-22 19:22:23,
google,25178759,fplutil,google/fplutil,False,31,13447,True,False,Python,273,273,2014-10-13 21:31:41,2016-09-13 02:28:11,http://google.github.io/fplutil
google,25319416,cauliflowervest,google/cauliflowervest,False,17,6586,True,True,Python,131,131,2014-10-16 20:04:13,2016-09-20 06:45:45,
google,25319462,rappor,google/rappor,False,48,2145,True,False,R,309,309,2014-10-16 20:05:27,2016-09-20 16:39:45,
google,25367559,simian,google/simian,False,38,7437,True,True,Python,182,182,2014-10-17 16:46:00,2016-09-17 17:31:19,
google,25369506,personfinder,google/personfinder,False,87,301416,True,True,Python,193,193,2014-10-17 17:36:25,2016-09-18 14:16:49,https://google.org/personfinder
google,25397114,double-conversion,google/double-conversion,False,61,7083,True,True,C++,212,212,2014-10-18 12:48:15,2016-09-21 06:50:27,
google,25485518,google-auth-library-ruby,google/google-auth-library-ruby,False,45,203,True,True,Ruby,103,103,2014-10-20 20:37:47,2016-09-21 08:50:38,
google,25881432,google-api-java-client,google/google-api-java-client,False,281,11784,True,False,Java,475,475,2014-10-28 17:31:34,2016-09-22 23:51:48,https://developers.google.com/api-client-library/java/
google,25881471,google-oauth-java-client,google/google-oauth-java-client,False,121,2579,True,False,Java,229,229,2014-10-28 17:32:31,2016-09-22 07:21:48,
google,25940829,nogotofail,google/nogotofail,False,259,627,True,False,Python,1926,1926,2014-10-29 20:50:54,2016-09-20 21:27:20,
google,26024826,search-samples,google/search-samples,False,77,938,True,True,Java,179,179,2014-10-31 16:51:02,2016-09-21 20:32:50,
google,26180502,pienoon,google/pienoon,False,105,309983,False,False,C++,383,383,2014-11-04 17:37:06,2016-09-11 12:00:15,http://google.github.io/pienoon
google,27096595,google-api-go-client,google/google-api-go-client,False,185,75507,True,True,Go,766,766,2014-11-24 21:45:36,2016-09-23 01:43:50,
google,27855953,google-api-javascript-client,google/google-api-javascript-client,False,222,811,True,False,CSS,365,365,2014-12-11 05:39:35,2016-09-23 05:04:09,https://developers.google.com/api-client-library/javascript/
google,28145591,beacon-platform,google/beacon-platform,False,158,416,True,False,,253,253,2014-12-17 16:33:33,2016-09-19 16:41:39,
google,28202851,gdata-python-client,google/gdata-python-client,False,123,25729,True,False,HTML,258,258,2014-12-18 21:42:15,2016-09-16 00:02:06,
google,28246472,shaka-player,google/shaka-player,False,177,33767,True,False,JavaScript,767,767,2014-12-19 21:12:18,2016-09-22 20:50:29,
google,28824978,FreeBuilder,google/FreeBuilder,False,56,1926,True,False,Java,374,374,2015-01-05 18:11:27,2016-09-17 14:01:52,http://freebuilder.inferred.org
google,28887177,rowhammer-test,google/rowhammer-test,False,102,418,False,False,C++,498,498,2015-01-06 22:43:39,2016-09-22 07:39:07,
google,28992330,google-http-java-client,google/google-http-java-client,False,201,7358,True,False,Java,505,505,2015-01-09 00:00:41,2016-09-23 04:03:08,
google,29174627,kythe,google/kythe,False,57,145127,False,False,C++,600,600,2015-01-13 05:39:06,2016-09-22 09:52:54,https://kythe.io
google,29268051,material-design-lite,google/material-design-lite,False,3882,64141,True,True,HTML,23322,23322,2015-01-14 22:01:33,2016-09-23 04:06:41,http://getmdl.io
google,29547192,vim-codefmt,google/vim-codefmt,False,28,139,True,True,VimL,247,247,2015-01-20 19:16:44,2016-09-17 14:39:28,
google,29615409,shipshape,google/shipshape,False,16,303220,True,False,Go,136,136,2015-01-21 21:16:07,2016-09-23 00:13:13,
google,29749052,google-api-java-client-samples,google/google-api-java-client-samples,False,459,54257,False,False,Java,264,264,2015-01-23 19:25:37,2016-09-14 20:16:43,
google,30674951,spatial-media,google/spatial-media,False,103,237,True,False,Python,372,372,2015-02-11 23:19:50,2016-09-21 22:30:46,
google,30675533,fonts,google/fonts,False,1107,256730,True,False,PureBasic,7673,7673,2015-02-11 23:34:54,2016-09-23 04:21:29,http://www.google.com/fonts
google,30675682,encrypted-bigquery-client,google/encrypted-bigquery-client,False,11,107,False,False,Python,104,104,2015-02-11 23:38:57,2016-09-22 15:46:04,
google,30676220,google-auth-library-nodejs,google/google-auth-library-nodejs,False,61,169,True,False,JavaScript,116,116,2015-02-11 23:52:54,2016-09-22 20:23:38,
google,30677439,allocation-instrumenter,google/allocation-instrumenter,False,26,4621,True,True,Java,148,148,2015-02-12 00:29:58,2016-09-12 13:23:37,
google,30943289,mr4c,google/mr4c,False,217,40174,True,False,Java,808,808,2015-02-17 23:23:31,2016-09-19 23:53:32,
google,30945132,re2j,google/re2j,False,41,1124,True,False,Java,404,404,2015-02-18 00:20:25,2016-09-21 09:18:21,
google,31102092,or-tools,google/or-tools,False,267,369938,True,False,C++,1262,1262,2015-02-21 01:25:35,2016-09-22 12:25:13,https://developers.google.com/optimization/
google,31197250,glog,google/glog,False,450,1598,True,True,C++,918,918,2015-02-23 06:55:48,2016-09-22 03:53:40,
google,31287197,ringdroid,google/ringdroid,False,101,798,True,True,Java,202,202,2015-02-24 23:19:57,2016-09-22 13:12:03,
google,31638315,cloud-print-connector,google/cloud-print-connector,False,56,1409,True,True,Go,280,280,2015-03-04 04:41:38,2016-09-22 07:37:35,
google,31678940,blueprint,google/blueprint,False,20,967,True,True,Go,103,103,2015-03-04 20:43:50,2016-09-01 06:58:18,
google,31828498,keyczar,google/keyczar,False,81,8963,True,True,HTML,699,699,2015-03-07 21:41:04,2016-09-22 15:52:16,
google,31892251,zopfli,google/zopfli,False,131,465,True,False,C++,1235,1235,2015-03-09 10:32:36,2016-09-22 16:34:39,
google,32048179,classp,google/classp,False,10,2701,True,False,Bison,164,164,2015-03-12 00:19:53,2016-09-18 22:41:07,http://google.github.io/classp
google,32340557,gxui,google/gxui,False,235,1652,True,True,Go,3606,3606,2015-03-16 17:12:37,2016-09-22 14:39:07,
google,32351944,gopacket,google/gopacket,False,151,4297,True,False,Go,768,768,2015-03-16 20:46:00,2016-09-22 14:11:48,
google,32405175,password-alert,google/password-alert,False,31,1302,True,False,JavaScript,142,142,2015-03-17 16:21:27,2016-09-19 23:37:43,
google,32421788,gcm,google/gcm,False,467,11637,True,False,Java,683,683,2015-03-17 21:36:56,2016-09-22 03:28:54,https://developers.google.com/cloud-messaging
google,32476524,yapf,google/yapf,False,244,1297,True,True,Python,3749,3749,2015-03-18 18:22:31,2016-09-22 05:43:53,
google,32483713,pytype,google/pytype,False,10,3177,True,True,Python,137,137,2015-03-18 20:52:08,2016-09-20 14:30:09,
google,32538871,gson,google/gson,False,1465,11080,True,False,HTML,6110,6110,2015-03-19 18:21:20,2016-09-23 05:10:20,
google,32765638,santa-tracker-android,google/santa-tracker-android,False,172,96365,False,False,Java,756,756,2015-03-23 23:58:50,2016-09-22 12:32:11,
google,32838108,mozc-devices,google/mozc-devices,False,33,618,True,False,C,290,290,2015-03-25 02:36:00,2016-09-16 06:28:25,
google,33135307,codesearch,google/codesearch,False,102,231,True,False,Go,846,846,2015-03-30 16:43:14,2016-09-22 03:12:22,http://swtch.com/~rsc/regexp/regexp4.html
google,33269067,wicked-good-xpath,google/wicked-good-xpath,False,26,143,True,False,JavaScript,109,109,2015-04-01 19:50:40,2016-09-20 16:13:40,
google,33694418,UIforETW,google/UIforETW,False,37,3734,True,False,C++,254,254,2015-04-09 21:46:04,2016-09-22 16:00:18,https://randomascii.wordpress.com/2015/04/14/uiforetw-windows-performance-made-easier/
google,33761854,roboto,google/roboto,False,208,36297,True,False,Python,2455,2455,2015-04-11 03:59:41,2016-09-23 00:49:20,
google,33881870,protobuf-gradle-plugin,google/protobuf-gradle-plugin,False,37,867,True,True,Groovy,183,183,2015-04-13 17:06:00,2016-09-21 13:30:43,
google,33947900,google-api-dotnet-client,google/google-api-dotnet-client,False,146,31242,True,False,C#,299,299,2015-04-14 17:56:22,2016-09-22 13:07:45,https://developers.google.com/api-client-library/dotnet
google,34027215,caja,google/caja,False,48,567633,True,True,Java,340,340,2015-04-16 01:15:16,2016-09-22 22:37:10,
google,34353751,google-toolbox-for-mac,google/google-toolbox-for-mac,False,67,4089,True,True,Objective-C,357,357,2015-04-21 21:43:36,2016-09-21 07:42:02,
google,34359697,earthengine-api,google/earthengine-api,False,52,8596,True,False,JavaScript,131,131,2015-04-22 00:36:55,2016-09-20 07:00:17,
google,34376625,mozc,google/mozc,False,46,546547,True,False,C++,235,235,2015-04-22 07:50:05,2016-09-18 13:54:18,
google,34408310,code-prettify,google/code-prettify,False,321,16609,True,False,JavaScript,1885,1885,2015-04-22 18:32:17,2016-09-23 04:21:00,
google,34418107,vim-colorscheme-primary,google/vim-colorscheme-primary,False,18,230,True,False,VimL,162,162,2015-04-22 21:56:07,2016-09-19 14:26:05,
google,35228769,honggfuzz,google/honggfuzz,False,73,3934,True,False,C,325,325,2015-05-07 15:43:01,2016-09-17 07:38:45,http://google.github.io/honggfuzz/
google,35331177,google-visualization-issues,google/google-visualization-issues,False,12,120,True,True,,146,146,2015-05-09 14:17:29,2016-09-16 04:22:00,
google,35448780,google-java-format,google/google-java-format,False,94,1060,True,True,Java,507,507,2015-05-11 20:38:28,2016-09-22 14:19:19,
google,35638505,nsjail,google/nsjail,False,36,431,False,False,C,314,314,2015-05-14 21:42:10,2016-09-03 02:27:32,http://google.github.io/nsjail/
google,35890978,caliper,google/caliper,False,41,11075,True,True,Java,221,221,2015-05-19 15:28:40,2016-09-22 04:21:16,
google,35969061,styleguide,google/styleguide,False,1648,2620,True,False,HTML,6139,6139,2015-05-20 19:18:59,2016-09-23 05:21:37,
google,36033036,zooshi,google/zooshi,False,18,1126940,True,False,C++,176,176,2015-05-21 19:26:59,2016-09-21 01:50:15,http://google.github.io/zooshi
google,36815297,pulldown-cmark,google/pulldown-cmark,False,30,289,True,True,Rust,243,243,2015-06-03 16:12:34,2016-09-22 17:43:01,
google,36819593,enjarify,google/enjarify,False,292,3115,True,False,Python,1576,1576,2015-06-03 17:34:19,2016-09-22 18:52:05,
